Bundesland;Bahnhofsmanagement;BahnhofNr;Station;DS100;Bahnhofskategorie;Strasse;PLZ;Ort;Aufgabenträger;Verkehrsverb;Fernverkehr;Nahverkehr;lat;lon
Niedersachsen;Hamburg;3652;Leitstade;ALE;7;Leitstade Bahnhof 1;29456;Hitzacker OT Leitstade;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.1692554484787;10.9124987775629
Schleswig-Holstein;Schleswig-Holstein;3542;Langenhorn (Schlesw);ALG;5;Bahnweg 1;25842;Langenhorn;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.6858652617988;8.94636154174805
Schleswig-Holstein;Schleswig-Holstein;8266;Lübeck Hochschulstadtteil;ALHS;6;Schärenweg;23552;Lübeck;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;;nein;nein;53.8305461720457;10.6890246115619
Schleswig-Holstein;Schleswig-Holstein;3810;Lübeck-Kücknitz;ALKN;6;Elbingstr.24 ;23569;Lübeck;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9244672131923;10.8181434913273
Schleswig-Holstein;Schleswig-Holstein;3666;Lensahn;ALS;7;Am Bahnhof 2;23738;Lensahn;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;;nein;ja;54.2193083994429;10.8904767036438
Schleswig-Holstein;Schleswig-Holstein;2596;Lübeck-St.Jürgen;ALSJ;6;Mönkhofer Weg 199;23564;Lübeck;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.8422994341817;10.7029473781586
Hamburg;Hamburg;3537;Langenfelde;ALST;4;Försterweg 75;22525;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5797332705264;9.93086814880372
Schleswig-Holstein;Schleswig-Holstein;3812;Lübeck-Travemünde Hafen;ALTH;6;Vogteistr. 13;23570;Lübeck;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9586615496567;10.8652520151699
Schleswig-Holstein;Schleswig-Holstein;3813;Lübeck-Travemünde Skandinavienkai;ALTK;6;Ivendorfer Landstr.7;23570;Lübeck;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.950968083491;10.8539056777954
Schleswig-Holstein;Schleswig-Holstein;3814;Lübeck-Travemünde Strand;ALTS;6;Bertlingstr. 21;23570;Lübeck;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9646954407655;10.8754777908325
Schleswig-Holstein;Schleswig-Holstein;3854;Lunden;ALU;5;Nordbahnhofstr. 29;25774;Lunden;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.3309543559878;9.0306744468746
Niedersachsen;Bremen Hbf;3580;Lauenbrück;ALUB;5;Bahnhofstr. 106;27389;Lauenbrück;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.1970554586832;9.56387208601629
Niedersachsen;Hamburg;3996;Maschen;AMA;5;Hörstener Str. / Ortsteil Maschen;21218;Seevetal;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.4031420473604;10.066554248333
Schleswig-Holstein;Schleswig-Holstein;3913;Bad Malente-Gremsmühlen;AMAG;5;Bahnhofstr. 2;23714;Bad Malente-Gremsmühlen;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;54.1669490127438;10.5515708139733
Niedersachsen;Hamburg;4014;Meckelfeld;AMD;5;An der K 29 / Ortsteil Meckelfeld;21218;Seevetal;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.4246605976822;10.0291621685028
Schleswig-Holstein;Schleswig-Holstein;7267;Melsdorf;AME;7;Bahnhofstraße;24109;Melsdorf;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;;nein;nein;54.3127955415507;10.0307048651484
Schleswig-Holstein;Schleswig-Holstein;4042;Meldorf;AMF;5;Am Bahnhof 5;25704;Meldorf;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.0878117455654;9.08008779798234
Hamburg;Hamburg;4139;Mittlerer Landweg;AML;4;Mittlerer Landweg 63;21033;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.4981388639341;10.1309967041016
Schleswig-Holstein;Schleswig-Holstein;4159;Mölln (Lauenburg);AMLN;5;Grambeker Weg 1;23879;Mölln;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.6244953007045;10.6830251169777
Schleswig-Holstein;Schleswig-Holstein;4181;Morsum (Sylt);AMM;5;Bahnhofstr. 11;25980;Sylt/ OT Morsum;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.8721728537751;8.43311458826065
Schleswig-Holstein;Schleswig-Holstein;4289;Müssen;AMUE;6;Bergstr. 16;21516;Müssen;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.499481197655;10.5613803863525
Schleswig-Holstein;Schleswig-Holstein;4420;Neumünster;AN;2;Konrad-Adenauer-Platz 2;24534;Neumünster;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;ja;ja;54.0761296923224;9.98015342515989
Schleswig-Holstein;Schleswig-Holstein;4472;Niebüll;ANB;3;Bahnhofstr. 1;25899;Niebüll;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;ja;ja;54.7894649120656;8.83438110351562
Niedersachsen;Hamburg;4327;Neetzendorf;ANEZ;7;Neetzendorf;21368;Boitze;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.1637324440766;10.7604381016322
Schleswig-Holstein;Schleswig-Holstein;4588;Nortorf;ANF;6;Bahnhofstr. 19;24589;Nortorf;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.1664226038667;9.85295534133911
Schleswig-Holstein;Schleswig-Holstein;4575;Nordhastedt;ANH;7;Bahnhofstraße 1;25785;Nordhastedt;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.1689130333957;9.18048337886209
Niedersachsen;Hamburg;4411;Neukloster (Kr Stade);ANL;6;Jorker Straße 10;21614;Buxtehude;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.4811394376052;9.63992739424985
Hamburg;Hamburg;2520;Hamburg-Neugraben;ANR;3;Am Neugrabener Bahnhof  1;21149;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.4740760168846;9.85280513763428
Schleswig-Holstein;Schleswig-Holstein;8063;Neumünster Stadtwald;ANSW;7;Forstweg/ Hansaring;24534;Neumünster;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;;nein;ja;54.0834049542114;9.96285080909729
Schleswig-Holstein;Schleswig-Holstein;4447;Neustadt (Holst);ANT;6;Bahnhofstr. 16;23730;Neustadt in Holstein;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.1040009241481;10.8085405826569
Hamburg;Hamburg;4345;Nettelnburg;ANTB;4;Edith-Stein-Platz 1;21035;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.4879237163643;10.1812836527824
Niedersachsen;Hamburg;4359;Neu Wulmstorf;ANWF;6;Bahnhofstr. 88;21649;Neu Wulmstorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.4730363099945;9.7882237733647
Hamburg;Hamburg;4465;Neuwiedenthal;ANWS;4;Rehrstieg 1;21147;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.4729737867573;9.87755158435903
Niedersachsen;Bremen Hbf;4579;Nordholz;ANZ;6;Bahnhofstr. 5;27637;Nordholz;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.7786112167391;8.62129211425782
Schleswig-Holstein;Schleswig-Holstein;317;Bad Oldesloe;AO;2;Käthe-Kollwitz-Str. 8;23843;Bad Oldesloe;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.8051937883689;10.3825950622559
Niedersachsen;Bremen Hbf;4830;Ottersberg (Han);AOBG;5;Am Bahnhof 2;28870;Ottersberg;Landesnahverkehrsgesellschaft Niedersachsen mbH;VBN;nein;ja;53.0969038478188;9.13376569747925
Schleswig-Holstein;Schleswig-Holstein;4801;Osterstedt;AODT;7;Bahnhofstraße;25590;Osterstedt;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.1022275925635;9.57542480649174
Niedersachsen;Bremen Hbf;4829;Otterndorf;AOF;6;Am Bahnhof 1;21762;Otterndorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.8059726553883;8.89375477067884
Hamburg;Hamburg;4817;Othmarschen;AOH;4;Statthalterplatz 2;22607;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5591433555508;9.8852813243866
Schleswig-Holstein;Schleswig-Holstein;4764;Oldenburg (Holst);AOL;6;Bahnhofstr. 23;23758;Oldenburg in Holstein;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;ja;ja;54.2838634251495;10.8828059678476
Hamburg;Hamburg;4751;Ohlsdorf;AOP;4;Fühlsbüttelstr. 761;22335;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.6206581855336;10.0315171480179
Schleswig-Holstein;Schleswig-Holstein;4843;Owschlag;AOS;5;Bahnhofstr. 1;24811;Owschlag;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.3923741865632;9.59072317395891
Hamburg;Hamburg;6529;Hamburg-Tonndorf;AOW;4;Sonnenweg 6;22045;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5864379603001;10.1231145858765
Schleswig-Holstein;Hamburg;4935;Pinneberg;AP;3;Bahnhofstr. 3;25421;Pinneberg;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja;53.6552491501875;9.79730343809934
Hamburg;Hamburg;4993;Poppenbüttel;APB;5;Stormarnplatz 1;22045;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.652167051914;10.0940222274355
Schleswig-Holstein;Schleswig-Holstein;5039;Prisdorf;APD;5;Bahnhofstr. 1;24597;Prisdorf;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja;53.6752711201783;9.76017773151398
Schleswig-Holstein;Schleswig-Holstein;4855;Pansdorf;APF;6;Am Bahnhof 1;23689;Ratekau;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9808773416789;10.7031860947609
Schleswig-Holstein;Schleswig-Holstein;4968;Plön;APLN;6;Bahnhofstr. 14;24306;Plön;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;54.1594982540042;10.4226458072662
Schleswig-Holstein;Schleswig-Holstein;4992;Pönitz (Holst);APN;6;Bahnhofstr. 2 ;23684;Scharbeutz;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;54.0456653162697;10.6711820498841
Schleswig-Holstein;Schleswig-Holstein;350;Bad St Peter-Ording;APO;6;Am Kurpark 2;25826;Sankt Peter-Ording;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.3173254812665;8.61473453672308
Schleswig-Holstein;Schleswig-Holstein;349;Bad St Peter Süd;APSD;7;Am Bahnhof 1a;25826;Sankt Peter-Ording;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.3050117481041;8.6481213569641
Schleswig-Holstein;Schleswig-Holstein;5063;Puttgarden;APU;6;Am Fährbahnhof 1;23769;Fehmarn;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;ja;ja;54.4997217960304;11.2259479330367
Schleswig-Holstein;Schleswig-Holstein;5020;Preetz;APZ;5;Bahnhofstr. 26;24211;Preetz;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;54.2337692725559;10.2759397029877
Schleswig-Holstein;Schleswig-Holstein;5223;Rendsburg;AR;4;Am Bahnhof 20;24768;Rendsburg;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;ja;ja;54.3023772657168;9.6708869934082
Hamburg;Hamburg;2521;Hamburg-Rahlstedt;ARAL;4;Rahlstedter Bahnhofstr. 4;22143;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.6051485047613;10.1549419334956
Schleswig-Holstein;Hamburg;5200;Reinbek;ARBK;5;Sophienstr. 11;21465;Reinbek;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja;53.508395017091;10.2530142815574
Schleswig-Holstein;Schleswig-Holstein;5201;Reinfeld (Holst);ARD;5;Bahnhofstr. 21;23858;Reinfeld (Holstein);LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.8304509423438;10.4946327209473
Schleswig-Holstein;Schleswig-Holstein;5205;Reinsbüttel;ARE;7;Dorfstr. 23;25764;Reinsbüttel;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.1812056674688;8.90666514917335
Hamburg;Hamburg;5167;Reeperbahn;ARES;4;Reeperbahn 155;20359;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5496270890103;9.95755610669535
Schleswig-Holstein;Schleswig-Holstein;5139;Ratzeburg;ARF;5;Bahnhofstr. 1;23909;Ratzeburg;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.6979980510584;10.7407638430595
Niedersachsen;Hamburg;5081;Radbruch;ARH;6;Schäfer-Ast-Straße;21449;Radbruch;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.3179968675149;10.2891737222671
Hamburg;Hamburg;5291;Rissen;ARI;5;Am Rissener Bahnhof 1;22559;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5831811480727;9.75733284308359
Schleswig-Holstein;Schleswig-Holstein;4815;Rickling;ARL;6;Bahnhofstr. 4;24635;Rickling;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9990668492878;10.1683473587036
Niedersachsen;Bremen Hbf;5380;Rotenburg (Wümme);AROG;4;Am Bahnhof 8;27356;Rotenburg ;Landesnahverkehrsgesellschaft Niedersachsen mbH;VBN;nein;ja;53.1124825741209;9.39085997067965
Hamburg;Hamburg;5394;Rothenburgsort;AROP;5;Billhorner Deich 77;20539;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5383435116479;10.0442368709124
Hamburg;Hamburg;5408;Rübenkamp;ARP;4;Rübenkamp 227;22307;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.605854336243;10.0331026750478
Schleswig-Holstein;Schleswig-Holstein;5103;Raisdorf;ARS;5;Bahnhofstr. 19;24223;Schwentinental;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;54.2803599672962;10.2441358566284
Schleswig-Holstein;Schleswig-Holstein;5278;Rieseby;ARY;6;Eckernförder Landstr. 1;24354;Rieseby;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.5417214429027;9.82053126607623
Niedersachsen;Bremen Hbf;5913;Sottrum;AS;5;Am Bahnhof 12;27367;Sottrum;Landesnahverkehrsgesellschaft Niedersachsen mbH;VBN;nein;ja;53.1013012369213;9.25018811610438
Niedersachsen;Bremen Hbf;5470;Sagehorn;ASAG;6;Zum Bahnhof 17;28876;Oyten-Sagehorn;Landesnahverkehrsgesellschaft Niedersachsen mbH;VBN;nein;ja;53.0842858784934;9.02326047420502
Schleswig-Holstein;Schleswig-Holstein;5541;Scharbeutz;ASAZ;5;Bahnhofstr.20;23683;Scharbeutz;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;ja;ja;54.0187839550143;10.7458428671544
Schleswig-Holstein;Schleswig-Holstein;345;Bad Segeberg;ASB;6;An der B206 16;23795;Bad Segeberg;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9338918792579;10.3078311681747
Schleswig-Holstein;Schleswig-Holstein;7282;Schülldorf;ASC;7;Am Bahnhof;24790;Schülldorf;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;;nein;nein;54.2987429683701;9.74737286567688
Schleswig-Holstein;Schleswig-Holstein;343;Bad Schwartau;ASCH;5;Bahnhofstr. 32;23611;Bad Schwartau;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9163604873337;10.7027692541363
Schleswig-Holstein;Schleswig-Holstein;5949;St. Michaelisdonn;ASD;5;Bahnhofstr. 26;25693;St. Michaelisdonn;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;53.989798573269;9.11777930013065
Schleswig-Holstein;Schleswig-Holstein;6096;Süderdeich;ASDD;7;Bahnhofstr. 16;25764;Süderdeich;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.1981791467175;8.91126894950866
Hamburg;Hamburg;6105;Sülldorf;ASDF;5;Sülldorfer Kirchenweg;22589;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5811015646477;9.7974443435669
Niedersachsen;Bremen Hbf;5629;Schneverdingen;ASDN;6;Am Bahnhof 11;29640;Schneverdingen;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.1112698666252;9.79873259862264
Schleswig-Holstein;Schleswig-Holstein;5504;Sandwehle;ASDW;7;Sandwehle 17;25836;Garding/ OT Sandwehle;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.3257523467022;8.75861280437465
Hamburg;Hamburg;5955;Stadthausbrücke;ASHS;4;Stadthausbrücke 8;20355;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5494737579036;9.98502176383446
Schleswig-Holstein;Schleswig-Holstein;5846;Sierksdorf;ASID;6;Bahnhofsweg;23730;Sierksdorf;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;ja;ja;54.0683877828825;10.7685736247471
Niedersachsen;Bremen Hbf;5552;Scheeßel;ASL;5;Am Bahnhof 6;27383;Scheeßel;Landesnahverkehrsgesellschaft Niedersachsen mbH;VBN;nein;ja;53.1657916886647;9.49690818786621
Schleswig-Holstein;Schleswig-Holstein;5912;Sörup;ASOE;6;Bahnhofstr. 1;24966;Sörup;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.7165832166003;9.66995716094971
Niedersachsen;Bremen Hbf;5893;Soltau (Han) Nord;ASON;7;Winsener Str. 113;29614;Soltau;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.0018083064988;9.86115690751285
Niedersachsen;Bremen Hbf;5935;Sprötze;ASP;5;Sprötzer Bahnhofstr. 1;21244;Buchholz i.d.Nordheide;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.3095445378531;9.81237888336182
Niedersachsen;Hamburg;5950;Stade;AST;4;Am Bahnhof 2;21680;Stade;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.596053660329;9.47760879993438
Niedersachsen;Hamburg;6008;Stelle;ASTE;5;Uhlenhorst 18;21435;Stelle;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.3874525198388;10.1094804360316
Hamburg;Hamburg;2797;Stellingen;ASTS;4;Volksparkstr. 69;22525;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5896571311067;9.91855925176202
Hamburg;Hamburg;2516;Sternschanze;ASTZ;3;Sternschanze 1;20357;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.563817268573;9.9676121377945
Schleswig-Holstein;Schleswig-Holstein;7289;Suchsdorf;ASU;6;Am Bahnhof 3;24107;Kiel;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;VRK;nein;ja;54.3490592926906;10.0908637046814
Schleswig-Holstein;Schleswig-Holstein;6094;Süderbrarup;ASUE;6;Bahnhofstr. 15;24392;Süderbrarup;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.637046573483;9.77098539267502
Niedersachsen;Bremen Hbf;6098;Suerhop;ASUP;7;Drosselweg 35;21244;Buchholz;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.3157647263326;9.85546874973807
Schleswig-Holstein;Schleswig-Holstein;5588;Schleswig;ASW;5;Bahnhofstr. 29;24837;Schleswig;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;ja;ja;54.4995815643059;9.53789425551667
Schleswig-Holstein;Schleswig-Holstein;5726;Schwarzenbek;ASWA;5;Ladestr.1;21493;Schwarzenbek;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.5036879901448;10.4851263953794
Schleswig-Holstein;Schleswig-Holstein;6150;Tating;ATAT;7;Ladestr. 1;25881;Tating;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.322841826248;8.7095227453016
Schleswig-Holstein;Schleswig-Holstein;6209;Tiebensee;ATB;7;Wesselburener Str. 3;25792;Neuenkirchen/OT Tiebensee;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.219415289701;9.01937447621334
Schleswig-Holstein;Schleswig-Holstein;6225;Tönning;ATG;6;Am Bahnhof 2;25832;Tönning;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.3138352533657;8.93818706274032
Schleswig-Holstein;Hamburg;6197;Thesdorf;ATHS;4;Thesdorfer Weg 220;25421;Pinneberg;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja;53.6444265475346;9.81386046171993
Schleswig-Holstein;Schleswig-Holstein;6218;Timmendorferstrand;ATIM;5;Am Bahnhof 6a;23669;Timmendorfer Strand;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;ja;ja;53.9943001530414;10.762228667736
Hamburg;Hamburg;6215;Tiefstack;ATK;5;Ausschläger Allee 140;20539;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5312706614362;10.0655168294907
Schleswig-Holstein;Schleswig-Holstein;6230;Tornesch;ATM;4;Bahnhofsplatz 8;25436;Tornesch;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja;53.6970029245498;9.71528835066698
Schleswig-Holstein;Schleswig-Holstein;6148;Tarp;ATP;6;Am Bahnhof 1;24963;Tarp;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;ja;ja;54.6644211291877;9.39826311342178
Niedersachsen;Bremen Hbf;6231;Tostedt;ATST;4;Am Bahnhof 4;21255;Tostedt;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.2717064864759;9.73136901855468
Niedersachsen;Hamburg;6394;Vastorf;AVF;7;Bahnhofstr. 29;21397;Vastorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.1994097473606;10.5538916153083
Hamburg;Hamburg;6399;Veddel;AVLS;4;Wilhelmsburger Platz 10;21109;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5214639065822;10.0132111856201
Schleswig-Holstein;Schleswig-Holstein;6554;Wasbek;AWA;7;Bahnhofstr. 1;24647;Wasbek;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.0756102502962;9.89813218445704
Schleswig-Holstein;Schleswig-Holstein;6490;Wahlstedt;AWAH;7; Am Flugplatz 2;23812;Wahlstedt;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.9612035728362;10.2296939778582
Hamburg;Hamburg;6657;Wellingsbüttel;AWBS;5;Rolfinckstr. 5;22391;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.641247827677;10.0827133655548
Schleswig-Holstein;Schleswig-Holstein;6704;Wesselburen;AWBU;7;Heidstieg 7;25764;Wesselburen;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;54.207191884086;8.93277929478463
Hamburg;Hamburg;6530;Wandsbeker Chaussee;AWCH;4;Wandsbeker Chaussee 288;22089;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.5696508803725;10.0600004196167
Niedersachsen;Hamburg;6668;Wendisch Evern;AWE;7;Am Bahnhof 1;21403;Wendisch Evern;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.2175639222228;10.4629898071289
Hamburg;Hamburg;2523;Wilhelmsburg;AWFS;4;Wilhelm-Strauss-Weg 1;21109;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja;53.4984080532726;10.0068005300625
Niedersachsen;Bremen Hbf;6798;Wingst;AWG;6;Bahnhofstr. 3;21789;Wingst;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.7457711874136;9.09780979156493
Niedersachsen;Hamburg;6805;Winsen (Luhe);AWI;4;Am Bahnhof;21423;Winsen (Luhe);Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja;53.353408576676;10.2086788415909
Niedersachsen;Bremen Hbf;6809;Wintermoor;AWIM;6;Poststr. 25;29640;Schneverdingen;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;53.1860582765147;9.82858300209045
Schleswig-Holstein;Schleswig-Holstein;6786;Wilster;AWIR;5;Bahnhofstr. 19a;25554;Wilster;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;0;nein;ja;53.9262495549818;9.3836921453476
Schleswig-Holstein;Schleswig-Holstein;6474;Wakendorf;AWK;7;Bahnhofstr. 5;23845;Wakendorf I;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;SH-Tarif;nein;ja;53.8662510214672;10.3659269213676
Schleswig-Holstein;Hamburg;6575;Wedel (Holst);AWL;5;Rathausplatz 1;22880;Wedel (Holst);LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja;53.5820418911147;9.70509241054727
